Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
78	-33.512604	9.807274	-11.0	-69.0	33.512604	-99.99284	0.3908397	-75.32428	-99.99993	316000	1.0490417e-08	0.15280594	-0.006131424	-0.15044326	nan	-0.105580114	0.31175	79.0	1989.7728378772736
79	-35.36283	10.612284	-16.0	-68.0	35.36283	-99.99225	0.538942	-65.91423	-100.0012	320000	-4.4107438e-09	0.29053238	-0.0053951424	-0.28952372	nan	-0.12288235	0.39	79.0	2021.2757148742676
80	-36.55963	12.338819	-14.0	-67.0	36.55963	-99.98733	0.605459	-62.265194	-100.0018	324000	-5.9604646e-09	0.36678526	-0.00821912	-0.36385417	nan	-0.1310344	0.41775	79.0	2050.9865398406982
81	-33.898304	12.264315	-12.0	-68.0	33.898304	-99.96991	1.7838713	10.347321	-100.003815	328000	2.861023e-09	3.1832857	-0.0065395185	-3.1816778	nan	-0.11397073	0.34625	79.0	2082.012715816498
82	-35.49107	11.117871	-14.0	-61.0	35.49107	-100.0036	0.010365148	-99.46972	-100.004135	332000	-3.8146974e-09	0.0001094837	-0.018244945	-9.253733e-05	nan	-0.11531812	0.53425	79.0	2112.327013731003
83	-35.15929	11.8176155	-9.0	-67.0	35.15929	-99.99833	0.14226866	-94.68206	-100.0035	336000	-2.861023e-09	0.020133467	-0.012782189	-0.019104194	nan	-0.12371593	0.418	79.0	2142.206997871399
84	-34.70435	11.498183	-13.0	-79.0	34.70435	-99.99319	0.37194347	-77.50355	-100.00238	340000	-8.5830685e-09	0.1384163	-0.008277927	-0.13643502	nan	-0.14925316	0.4975	79.0	2173.224933862686
85	-34.591305	11.788643	-8.0	-66.0	34.591305	-100.00146	0.05312893	-97.95316	-100.00346	344000	1.6868114e-08	0.031380955	-0.016733706	-0.0021355506	nan	0.018052315	0.052	3.0	2199.7974348068237
86	-35.669643	12.148184	-10.0	-62.0	35.669643	-99.9695	0.5155336	-71.11897	-99.984375	348000	1.6570091e-08	0.2662491	-0.00999168	-0.26398093	nan	-0.12350796	0.415	79.0	2229.714509010315
87	-33.521008	10.157456	-13.0	-58.0	33.521008	-99.984856	0.10434455	-93.76028	-99.98801	352000	5.3644182e-09	0.010909314	-0.0101615265	-0.009550944	nan	-0.13426928	0.44975	79.0	2261.1962978839874
88	-34.310345	11.357372	-6.0	-73.0	34.310345	-99.990135	0.030828267	-98.69281	-99.99138	356000	1.001358e-08	0.0009595567	-0.013583175	-0.0008181179	nan	-0.15294394	0.548	79.0	2291.646419763565
89	-35.88288	10.249797	-19.0	-64.0	35.88288	-99.993065	0.004842838	-99.83475	-99.99344	360000	-4.2915342e-09	2.68848e-05	-0.028678952	-1.6673717e-05	nan	-0.046206005	0.65725	79.0	2322.054138660431
90	-37.75238	11.278113	-16.0	-75.0	37.75238	-99.99359	0.016487919	-99.36506	-99.99473	364000	-2.002716e-08	0.0011249132	-0.02362879	-0.00019656989	nan	0.02200711	0.105	4.0	2347.9385857582092
91	-35.04386	10.51431	-15.0	-67.0	35.04386	-99.991394	0.0173543	-98.98857	-99.992035	368000	-3.0994416e-09	0.00030588903	-0.01278013	-0.00027037098	nan	-0.0917584	0.49175	79.0	2378.5945267677307
